VAR,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_TOT,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,FELL_SALV,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,NET_FELL,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,LOSSES,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,GINCR,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,INT_USE,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR,NINCR
2014,25266.0,,7517.0,,3425.4,,41881.0,8763.0,405.0,5664.934,,30258.37,,14081.0,,,9417.0,,91500.0,,19276.0,,51907.0,155136.0,10007.563,,,542.2,14173.879,9180.0,17152.0,4345.0,79152.0,47401.0,86927.669,1431.926,,624.0,14.0,,,,6142.0,,,,,656.947,150.0,920.0,5017.0,52.0,9122.0,,,6404.0,,8139.0,391.0,,,,3275.0,88000.0,,,51907.0,9350.616,,,14023.879,8260.0,12135.0,4293.0,70030.0,86927.669,,403.0,,561.0,836.0,101.0,,,3694.0,,,,,,2567.0,,,,,6090.0,3290.0,,424.0,4736.0,9768.0,5158.981,,,13052.0,,7685.0,,,38802.0,758.0,,,43058.0,,30391.0,,,12079.0,,128920.0,,42179.0,,97023.0,14321.311,,,25770.0,16260.0,24209.0,7708.0,107000.0,91806.0,113740.802,,,,29827.0,266.0,,,,,2662.0,,,20336.0,,45116.0,,,5656.121,4710.0,2939.0,32234.0,21654.152,,0.576,0.446,,,0.226,0.534,,,0.703,,0.463,,,0.78,,0.71,,0.457,,0.535,0.699,,,0.55,0.565,0.708,0.564,0.74,0.516,0.764,,,,7282.0,,,37966.0,,,26697.0,,,,,,42207.0,,,,,19680.0,12970.0,,,102264.0,82038.0,108582.0,
2015,27290.0,,7354.0,,3575.0,,43806.0,7769.0,438.0,6122.241,,29580.0,,15547.0,,,9249.0,,92400.0,8505.0,21241.0,13517.0,52006.0,160164.0,10046.291,,,588.4,13928.729,9550.0,17913.0,3831.0,82396.0,,88504.991,,,457.0,0.0,,,,5213.0,,899.9,,,487.989,150.0,910.0,9036.0,76.0,9625.0,,,6344.0,,7312.0,438.0,,,,4036.0,89100.0,7605.0,,52006.0,9558.302,,,13778.729,8640.0,8877.0,3755.0,72771.0,88504.991,,403.0,4860.0,481.0,730.0,62.0,,,4188.0,,,,8297.0,1592.0,5246.0,,,,,6070.0,3220.0,,443.0,4736.0,,5252.591,,,13034.0,,7685.0,38371.0,,31499.0,758.0,,,42666.0,,29806.0,,,12092.0,,127910.0,12232.0,45904.0,21488.0,96582.0,14324.533,,,25770.0,16800.0,24175.0,7331.0,107000.0,,113742.838,,,,23457.0,258.0,,,,,8056.0,30513.0,3035.0,19417.0,,44576.0,,,5921.27,4940.0,3057.0,29493.0,19985.255,,0.564,0.465,,,0.247,0.578,,,0.693,,0.522,,,0.765,,0.722,0.695,0.463,0.629,0.538,0.701,,,0.541,0.568,0.741,0.523,0.77,,0.778,,,,7282.0,33511.0,,30769.0,,,26871.0,,,,,10640.0,,,,,,19700.0,13580.0,,,102264.0,,108490.0,
2016,30083.0,,7338.0,,3690.5,,45816.0,7670.0,382.0,6715.284,,28536.0,,15711.0,,,9321.0,,93300.0,,21129.0,,,156744.0,10737.585,,,480.3,14299.0,10350.0,19525.0,3939.0,85744.0,,85341.732,,,712.0,0.0,,,,4690.0,,,,,731.905,150.0,980.0,10417.0,95.0,9820.0,,,6176.0,,6958.0,382.0,,,,4631.0,89800.0,,,,10005.68,,,14149.0,9370.0,9108.0,3844.0,75924.0,85341.732,,403.0,,440.0,507.0,62.0,,,4188.0,,,,,,3324.0,,,,,6070.0,3100.0,,473.0,5602.0,,5064.858,,,13008.0,,7685.0,,,33853.0,758.0,,,41643.0,,29806.0,,,12079.0,,,,45904.0,,,14271.903,,,25770.0,17220.0,24380.0,6797.0,107000.0,,113754.132,,,,26388.0,314.0,,,,,2758.0,,,21451.0,,,,,5551.0,4750.0,2385.0,25474.0,23347.541,,0.564,0.48,,,0.227,0.504,,,0.685,,0.527,,,0.772,,,,0.46,,,0.752,,,0.555,0.601,0.801,0.58,0.801,,0.75,,,,7282.0,,,33346.0,,,,,,,,,,,,,,,14120.0,,,101398.0,,108689.0,
1985,16687.0,19130.0,,,,,,,326.0,,,9626.0,,,,,,,,,,,,168722.0,,,,,,,15411.0,,55200.0,47965.0,,2651.0,2154.0,,,,,,,,,,,,,,,,,,16976.0,,,,,,,,,,,,,,480160.0,,,,,,,,2870.0,,,,,140.0,,,,,,,,,,,,,133061.0,,,,,,3392.0,,,31416.0,,,,30422.0,,,661.0,,,,,,,,,,,,,,,,,772291.0,,,18975.0,,75840.0,79414.0,,,11570.0,,,,,,,,,,,,,,,159070.0,,,,,,0.609,,,,,,0.493,,,,,,,,,,,,,,,,,0.751,,,0.812,,0.728,0.604,,,28546.0,,,,,,521.0,,,,,,,,,,,,639230.0,,,,,,76022.0,,
1990,17564.0,,7415.0,,1835.0,13337.0,37613.0,2223.0,476.0,8157.204,1278.0,11486.0,4400.0,13958.0,26197.0,13852.0,5276.0,17741.207,60400.0,,16448.0,7890.0,22999.38,162567.0,3770.0,,2435.0,413.4,,,14775.0,1755.0,55100.0,54610.0,,2383.0,,,,,7521.0,693.0,2604.0,1700.0,,,38.43,,,,10886.0,,,17295.0,,5945.0,13337.0,,,,18676.0,13159.0,2672.0,58700.0,,,22960.95,,519863.0,,,,3890.0,,,,,,4005.0,947.0,,1992.0,,,3243.0,8949.0,1114.0,1387.855,2109.0,,,,2221.16,28.926,150536.0,,,2800.0,,,3917.0,,,,11002.0,,,31784.0,69000.0,14456.0,661.0,,2325.0,20123.0,5176.0,26426.0,52672.0,19678.0,9739.0,30088.557,94060.456,10822.0,31834.0,19282.0,76707.05,8856.0,5301.0,768893.0,,,18893.0,4887.0,80740.0,86727.0,,,,14442.0,,,,,25047.0,5405.0,4463.0,33251.456,,,,51524.94,2837.074,98494.0,,,3132.0,,,,0.674,,0.42,0.545,0.154,0.72,,0.55,0.571,0.85,0.528,0.497,0.704,0.542,0.59,0.642,,0.517,0.409,0.3,0.426,0.459,0.841,,,0.782,0.359,0.682,0.63,,,,,,27779.0,68053.0,,-1331.0,2204.0,23183.0,43723.0,18564.0,28700.702,91951.456,,,,74485.89,5272.074,618357.0,,,16093.0,,,82810.0,,
1995,19560.0,,6049.0,0.2,2338.0,10101.0,29285.0,1831.0,345.0,6302.417,1455.0,16183.0,4400.0,12812.0,30532.0,11200.0,5323.0,,,,14902.0,9503.0,,188497.0,5587.179,,,615.6,,,13704.0,1675.0,63571.0,58539.0,67268.0,1856.0,,,,,8040.0,200.0,2986.0,,,,,,,,8706.0,,,19560.0,,4868.0,10101.0,,,,22492.0,11000.0,2337.0,,,,,,493146.0,,,,4999.0,,,67268.336,,,4098.276,1012.0,3.0,,166.0,,3405.0,12431.0,,,,,,,,,136569.0,,,2200.0,,,3945.0,2856.0,,,11422.0,,,32526.0,75167.0,13020.0,660.0,34747.0,2778.0,27624.0,,27473.0,51867.0,,10350.0,,,,34278.0,21070.0,,9500.0,,792788.0,,,19839.0,,85820.0,93695.0,120206.971,,,18326.724,,,,,16944.0,,5027.0,,,,,,,163073.0,,,,,50082.65,,0.53,,0.311,0.39,0.141,0.523,0.181,0.524,0.586,,0.466,0.589,,0.514,,,,0.435,0.451,,0.588,,0.751,,,0.691,,0.741,0.625,0.56,,,,,28427.724,74155.0,13017.0,,2612.0,24068.0,39436.0,,,,,,,,,656219.0,,,17639.0,,,89750.0,117350.971,
2000,24407.727,,7287.0,,3043.0,14327.0,24650.0,2438.0,316.0,9429.8,1354.0,18196.0,3457.0,12048.0,32531.0,12650.0,6218.0,16873.389,71200.0,7838.0,12880.0,9678.0,35892.04,202372.0,10556.467,86489.0,2609.0,205.0,15734.4,,16005.0,3193.0,69973.0,,91175.0,1972.0,,,,,4874.0,632.0,3021.0,2120.0,3038.0,,177.55,508.749,,,3644.0,,,24407.0,,5902.0,14327.0,,,,27657.0,12018.0,3197.0,69080.0,4800.0,,35714.49,10047.718,488536.0,1775.991,,,12361.0,,,91174.993,,,4348.0,837.0,1373.0,,155.0,,3713.0,18118.0,1143.0,1551.741,4627.0,2041.0,2256.0,,4116.79,1035.0,169248.0,,,,,,,2890.0,,,11711.0,37.0,4257.0,34510.0,85000.0,19818.0,,,2381.0,32274.0,5289.0,29889.0,61028.0,20197.0,11204.0,33641.608,91309.645,10371.0,,21070.0,79866.9,12955.955,10678.0,839530.0,,,21944.0,5382.0,94070.0,,121650.554,,,15835.0,,,,,15253.0,7036.0,4986.0,17602.645,3530.0,,,40035.62,7037.0,181746.0,,,2189.0,,27585.278,,0.622,0.715,0.415,0.29,0.123,,,0.569,0.564,0.654,0.403,0.533,0.626,0.555,0.502,0.78,0.756,,0.459,0.449,0.815,0.244,0.729,,,0.729,0.593,0.744,,0.749,,,,,30162.0,84163.0,18445.0,,2226.0,26176.0,42910.0,19054.0,32089.867,86682.645,8330.0,,,75750.11,9643.0,670282.0,,,,,,,118760.554,
2001,24474.0,,7011.0,,,,,,,8124.571,,19287.0,,,,11909.849,6185.0,,,,,,,187300.0,12403.272,89287.0,,,14125.1,,15931.0,1559.0,67723.0,,72315.0,1529.0,,,,,,595.492,2442.0,,,,,484.688,,,2630.0,,,,,5810.0,,,,,,11314.356,3743.0,,,,,11918.584,467989.0,,,,13301.0,,,72314.569,,,,,,,,,,,,,,,,,,,178586.0,,,,,,,2897.0,,,11973.0,,,,,,,,,33310.0,,,,,11299.0,,,,,,,13098.128,,849659.0,,,22277.0,,95880.0,,121921.632,,,,,,,,,,5114.0,,,,,,,203084.0,,,,,46710.339,,0.586,,,,,,,,0.579,,,,,0.547,,,,,,,0.947,,0.697,,,0.715,,0.706,,0.593,,,,,,,,,,,,,,,,,,,,671073.0,,,,,,,119024.632,
2002,24296.0,,7013.0,,,,,,,6664.72,,20940.0,,,,11501.143,6248.0,,,,,,,198231.0,10134.305,94656.0,,,14812.6,,16116.0,1397.0,68711.0,70658.0,76350.41,1586.0,,,,,,575.057,2158.0,,,,,382.473,,,4669.0,,,,,5836.0,,,,,,10926.086,4090.0,,,,,9751.832,451248.0,,,,11446.0,,,76350.41,,,,,,,,,,,,,,,,,,,187211.0,,,,,,6787.0,3790.012,,,12061.0,,,,,,,,,34282.0,,,,,11391.0,,,,,,,13007.093,,875596.0,,,22332.0,,97690.0,97496.0,119921.023,,,,,,,,,,5143.0,,,,,,,237137.0,,,,,39780.613,,0.581,,,,,,,,0.611,,,,,0.549,,,,,,,0.779,,0.656,,,0.722,,0.703,0.725,0.637,,,,,,,,,,,,,,,,,,,,688385.0,,,,,,90709.0,119309.795,
2003,25819.0,,7085.0,,,,,,,6996.77,,22472.0,,,,12701.785,6652.0,,,,,,,184273.0,9834.424,111915.0,,,14207.391,,16780.0,1572.0,69896.0,64132.0,87561.641,1650.0,,,,,,635.089,2676.0,,,,,590.6,,,9081.0,,,,,5784.0,,,,,,12066.696,3976.0,,,,,9243.824,441436.0,,,,7698.0,,,87561.641,,,,,,,,,,,,,,,,,,,195836.0,,,,,,6904.0,3783.926,,,12308.0,,,,,,,,,35142.0,,,,,11451.0,,,,,,,13080.67,,901533.0,,,22356.0,,99500.0,99010.0,119728.501,,,,,,,,,,4799.0,,,,,,,264261.0,,,,,28382.859,,0.576,,,,,,,,0.639,,,,,0.581,,,,,,,0.752,,0.626,,,0.751,,0.702,0.648,0.731,,,,,,,,,,,,,,,,,,,,705697.0,,,,,,92106.0,108713.154,
1991,,17925.0,,,,,,,,7688.515,,13454.0,,,,,,,,,,,,160880.0,4330.353,,,,,,11915.0,1664.0,,55696.0,,2300.0,1942.0,,,,,,,,,,,,,,7690.0,,,,15983.0,,,,,,,,,,,,,,529553.0,,,,4225.0,,,,3538.0,,,,,,,,,,,,,,,,,,155269.0,,,,,,3949.0,,,27337.0,,,,,,,,,,21534.0,,,,,,,,,,,,,,767908.0,,,19171.0,,,88127.0,,,7816.0,,,,,,,,,,,,,,,83086.0,,,,,,0.656,,,,,,,,,0.625,,,,,,,,,,,,,,0.864,,,0.622,,,0.632,,,23799.0,,,,,,,,,,,,,,,,,,612639.0,,,,,,84178.0,,
1997,,17490.0,6713.0,,,,,,,7711.809,,16074.0,,,,,,,,,,,,188750.0,9033.464,,,,,,14952.0,1580.0,,61554.0,71296.0,1985.0,1030.0,,,,,,,,,,,,,,6126.0,,,,16460.0,5404.0,,,,,,,,,,,,,483326.0,,,,8826.0,,,71295.738,2337.0,,,,,,,,,,,,,,,,,,141234.0,,,,,,3880.0,2870.0,,31255.0,11547.0,,,,,,,,,29515.0,,,,,,,,,,,,,,809140.0,,,20171.0,,,96446.0,120817.869,,12458.0,,,,,,,,,,,,,,,184580.0,,,,,46651.631,0.56,0.581,,,,,,,,0.545,,,,,,,,,,,,,,0.724,,,0.741,,,0.638,0.59,,28918.0,,,,,,,,,,,,,,,,,,667906.0,,,,,,92566.0,117947.869,
1996,,,6604.0,,,,,,,6843.786,,16692.0,,,,,,,,,,,,183375.0,6189.383,,,,,,13947.0,1632.0,,60248.0,67806.0,2009.0,,,,,,,,,,,,,,,7597.0,,,,,5321.0,,,,,,,,,,,,,482261.0,,,,6349.0,,,67805.999,,,,,,,,,,,,,,,,,,,131896.0,,,,,,3917.0,2864.0,,,11493.0,,,,,,,,,28393.0,,,,,,,,,,,,,,799010.0,,,19949.0,3200.0,,95088.0,120529.292,,,,,,,,,,,,,,,,,184853.0,,,1568.0,,49859.649,,0.575,,,,,,,,0.588,,,,,,,,,,,,,,0.723,,,0.699,0.51,,0.634,0.563,,,,,,,,,,,,,,,,,,,,667114.0,,,,,,91171.0,117665.292,
1998,,,6579.0,,,,,,,8330.982,,16705.0,,,,,,,,,,,,176957.0,9811.156,,,,,,15507.0,1487.0,,63386.0,72048.0,1691.0,,,,,,,,,,,,,,,4256.0,,,,,5270.0,,,,,,,,,,,,,478435.0,,,,11251.0,,,72047.576,,,,,,,,,,,,,,,,,,,150572.0,,,,,,3841.0,2877.0,,,11594.0,,,,,,,,,30183.0,,,,,,,,,,,,,,819270.0,,,20393.0,,,96798.0,121095.697,,,,,,,,,,,,,,,,,190263.0,,,,,46171.021,,0.567,,,,,,,,0.553,,,,,,,,,,,,,,0.715,,,0.76,,,0.655,0.595,,,,,,,,,,,,,,,,,,,,668698.0,,,,,,92957.0,118218.697,
1999,,,6901.0,,,,,,,8496.726,,15814.0,,,,,,,,,,,,199574.0,10860.423,,,,,,15741.0,1492.0,,63285.0,71843.0,2215.0,,,,,,,,,,,,510.898,,,4141.0,,,,,5724.0,,,,,,,,,,,,10349.525,478136.0,,,,11601.0,,,71842.789,,,,,,,,,,,,,,,,,,,159910.0,,,,,,3800.0,2884.0,,,11704.0,,,,,,,,,31172.0,,,,,,,,,,,,,,829400.0,,,20836.0,,,97127.0,121370.243,,,,,,,,,,,,,,,,,191354.0,,,,,46643.831,,0.59,,,,,,,,0.507,,,,,,,,,,,,,,0.714,,,0.755,,,0.652,0.592,,,,,,,,,,,,,,,,,,,,669490.0,,,,,,93327.0,118486.243,
2017,,,7576.0,,3894.0,,,6750.0,432.0,7072.005,1321.0,31411.0,,16056.0,,,9393.0,,90900.0,,20196.0,,,,10992.0,,,446.53,14700.0,10610.0,21487.0,4270.782,87191.0,,,,,802.0,0.0,37.0,,,4941.0,,,,,699.928,150.0,970.0,13015.0,130.064,9163.0,,,6317.0,,5948.0,432.0,1284.0,,,4452.0,87400.0,,,,10292.072,,,14550.0,9640.0,8472.0,4140.718,78028.0,,,292.93,,,100.0,62.0,158.0,,4188.0,,,,,,2763.0,,,,,6070.0,3120.0,,488.718,5602.0,,,,,12984.0,,8532.0,,,29964.0,758.0,,2662.0,41645.0,,29806.0,,,12023.0,,,,45904.0,,,14401.577,,,25770.0,17940.0,24518.0,6345.671,107000.0,,,,,,23916.0,264.0,1220.0,,,,2630.0,,,22945.0,,,,,5150.0,5180.0,1586.17,23370.0,,,0.583,0.456,,,0.225,0.57,,0.496,0.754,,0.539,,,0.781,,,,0.44,,,0.763,,,0.57,0.591,0.876,0.673,0.815,,,,,,8239.0,,,29864.0,,2504.0,,,,,,,,,,,,,14820.0,,,101398.0,,,
1986,,,,,,,,,,8958.542,,10195.0,,,,,,,,,,,,177190.0,,,,,,,14581.0,,,48910.0,,2974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516862.0,,,,,,,,,,,,,,,,,,,,,,,,,,131604.0,,,,,,3549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,772841.0,,,18890.0,,,80906.0,,,,,,,,,,,,,,,,,,124375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,,,0.772,,,0.605,,,,,,,,,,,,,,,,,,,,,641237.0,,,,,,77357.0,,
1987,,,,,,,,,,9790.839,,9613.0,,,,,,,,,,,,191685.0,,,,,,,14287.0,,,49849.0,,2821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520383.0,,,,,,,,,,,,,,,,,,,,,,,,,,136337.0,,,,,,3684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,771854.0,,,18867.0,,,82392.0,,,,,,,,,,,,,,,,,,115134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.819,,,0.757,,,0.605,,,,,,,,,,,,,,,,,,,,,635517.0,,,,,,78708.0,,
1988,,,,,,,,,,9314.384,,9688.0,,,,,,,,,,,,190616.0,,,,,,,14000.0,,,52271.0,,2789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18928.0,,,83889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,0.623,,,,,,,,,,,,,,,,,,,,,,,,,,,80099.0,,
1989,,,,,,,,,,8888.276,,10619.0,,,,,,,,,,,,188254.0,,,,,,,13635.0,,,53453.0,,2388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522759.0,,,,,,,,,,,,,,,,,,,,,,,,,,145803.0,,,,,,3865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,769880.0,,,19078.0,,,85312.0,,,,,,,,,,,,,,,,,,101318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.838,,,0.715,,,0.627,,,,,,,,,,,,,,,,,,,,,624077.0,,,,,,81447.0,,
1992,,,,,,,,,,7682.061,,13903.0,,,,,,,,,,,,170131.0,3009.721,,,,,,10917.0,1666.0,,57125.0,,2242.0,,,,,,,,,,,,,,,5985.0,,,,,,,,,,,,,,,,,,507356.0,,,,4932.0,,,,,,,,,,,,,,,,,,,,,,150594.0,,,,,,3964.0,,305.0,,,,,,,,,,,22906.0,,,,,,,,,,,,,,774128.0,,,19503.0,,,89518.0,,4117.0,,,,,,,,,,,,,,,,116178.0,,,,,,,,,,,,,,,0.607,,,,,,,,,,,,,,0.814,,,0.56,,,0.638,,0.545,,,,,,,,,,,,,,,,,,,623534.0,,,,,,85554.0,,3812.0
1993,,,,,,,,,,6349.356,,14690.0,,,,,,,,,,,,175999.0,3415.292,,,,,,11533.0,1546.0,,56322.0,63491.003,2231.0,,,,,,,,,,,,,,,8977.0,,,,,,,,,,,,,,,,,,487065.0,,,,2555.0,,,63491.003,,,,,,,,,,,,,,,,,,,145919.0,,,,,,3966.0,2841.0,,,,,,,,,,,,24614.0,,,,,,,,,,,,,,780348.0,,,19800.0,,,90876.0,119560.069,,,,,,,,,,,,,,,,,147364.0,,,,,53228.45,,,,,,,,,,0.597,,,,,,,,,,,,,,0.768,,,0.582,,,0.62,0.531,,,,,,,,,,,,,,,,,,,,634429.0,,,,,,86910.0,116719.069,
1994,,,,,,,,,,6406.75,,14871.0,,,,,,,,,,,,183261.0,5085.519,,,,,,13244.0,1611.0,,57348.0,66085.579,2398.0,,,,,,,,,,,,,,,10287.0,,,,,,,,,,,,,,,,,,486830.0,,,,2957.0,,,66085.579,,,,,,,,,,,,,,,,,,,141244.0,,,,,,3960.0,2848.0,,,,,,,,,,,,26240.0,,,,,,,,,,,,,,786568.0,,,19739.0,,,92289.0,119881.541,,,,,,,,,,,,,,,,,158494.0,,,,,50947.709,,,,,,,,,,0.567,,,,,,,,,,,,,,0.754,,,0.671,,,0.621,0.551,,,,,,,,,,,,,,,,,,,,645324.0,,,,,,88329.0,117033.541,
1981,,,,,,,,,,,,10245.0,,,,,,,,,,,,144736.0,,,,,,,14890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410415.0,,,,,,,,,,,,,,,,,,,,,,,,,,138905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770095.0,,,18951.0,,,,,,,,,,,,,,,,,,,,,220775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,0.786,,,,,,,,,,,,,,,,,,,,,,,,631190.0,,,,,,,,
1982,,,,,,,,,,,,9753.0,,,,,,,,,,,,127202.0,,,,,,,14595.0,,,45461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425727.0,,,,,,,,,,,,,,,,,,,,,,,,,,137444.0,,,,,,2839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,770644.0,,,18923.0,,,74950.0,,,,,,,,,,,,,,,,,,207473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672,,,0.771,,,0.607,,,,,,,,,,,,,,,,,,,,,633200.0,,,,,,72111.0,,
1983,,,,,,,,,,,,9358.0,,,,,,,,,,,,155983.0,,,,,,,14587.0,,,46265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464956.0,,,,,,,,,,,,,,,,,,,,,,,,,,135983.0,,,,,,3033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,771193.0,,,18991.0,,,76396.0,,,,,,,,,,,,,,,,,,170254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,,,0.768,,,0.606,,,,,,,,,,,,,,,,,,,,,635210.0,,,,,,73363.0,,
1984,,,,,,,,,,,,9266.0,,,,,,,,,,,,167824.0,,,,,,,14974.0,,,46885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484669.0,,,,,,,,,,,,,,,,,,,,,,,,,,134522.0,,,,,,3220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,771742.0,,,18968.0,,,77896.0,,,,,,,,,,,,,,,,,,152551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761,,,0.789,,,0.602,,,,,,,,,,,,,,,,,,,,,637220.0,,,,,,74676.0,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289368.0,,,,,,,,,,,,,,,,,,,,,,,,,,119355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579389.0,,,,,,,,,,,,,,,,,,,,,,,,170666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629,,,,,,,,,,,,,,,,,,,,,,,,,,,460034.0,,,,,,,,
